QID,Topic,Subtopic,Question,CorrectLetter,CorrectAnswer,miss_count,MemoryHook
1841,Databricks Intelligence Platform,Lakehouse Architecture,"In multi-hop architecture, which of the following statements best describes the Silver layer tables?",E,"They provide a more refined view of raw data, where it's filtered, cleaned, and enriched",0,"Silver layer: filtered, cleaned, enriched view of raw data"
1843,Development and Ingestion,Spark SQL and PySpark,"Given the following Structured Streaming query:
(spark.readStream.table(""cleanedOrders"").groupBy(""productCategory"").agg(sum(""totalWithTax"")).writeStream.option(""checkpointLocation"", checkpointPath).outputMode(""complete"").table(""aggregatedOrders""))
Which of the following best describe the purpose of this query in a multi-hop architecture?",C,The query is performing a hop from Silver layer to a Gold table,0,Write aggregated data to Delta = Silver -> Gold hop
1844,Development and Ingestion,Spark SQL and PySpark,"Given the following Structured Streaming query:
(spark.readStream.table(""orders"").writeStream.option(""checkpointLocation"", checkpointPath).table(""Output_Table""))
Which of the following is the trigger interval for this query?",A,Every half second,1,processingTime='500 milliseconds' = every half second
1845,Development and Ingestion,Delta Live Tables,"A data engineer has the following query in a Delta Live Tables pipeline
CREATE STREAMING LIVE TABLE sales_silver
AS
SELECT store_id, total + tax AS total_after_tax
FROM LIVE.sales_bronze
This pipeline is failing to start due to an error in this query.
Which of the following changes should be made to this query to successfully start the DLT pipeline?",E,"CREATE STREAMING LIVE TABLE sales_silverASSELECT store_id, total +",1,DLT streaming table: CREATE STREAMING LIVE TABLE name AS SELECT ...
1846,Databricks Intelligence Platform,Lakehouse Architecture,"In multi-hop architecture, which of the following statements best describes the Gold layer tables?",D,"They provide business-level aggregations that power analytics, machine learning, and production applications",0,Gold layer: business aggregations for analytics + ML + apps
1848,Development and Ingestion,Auto Loader,"A data engineer needs to determine whether to use Auto Loader or COPY INTO command in order to load input data files incrementally.
In which of the following scenarios should the data engineer use Auto Loader over COPY INTO command?",A,If they are going to ingest files in the order of millions or more over time,2,Auto Loader vs COPY INTO: use Auto Loader for millions+ files
1849,Databricks Intelligence Platform,SQL Warehouse,From which of the following locations can a data engineer set a schedule to automatically refresh a Databricks SQL query?,D,From the query's page in Databricks SQL,0,Schedule SQL refresh: from query's page in Databricks SQL
1857,Databricks Intelligence Platform,Access Control,"A data engineer uses the following SQL query:
GRANT USAGE ON DATABASE sales_db TO finance_team
Which of the following is the benefit of the USAGE privilege?",D,No effect! but it's required to perform any action on the database,1,USAGE on DB = required for any action but grants no data access itself
1860,Databricks Intelligence Platform,Compute Services,A data engineering team wants Databricks-managed compute for an ETL workload so they can minimize manual cluster sizing and tuning. Which compute option best fits this goal?,B,Serverless compute,0,Compute that scales to zero instantly: Serverless compute
1862,Data Ingestion and Loading,COPY INTO,A data engineer wants to load files from cloud object storage into a Unity Catalog table and safely rerun the same command without reloading files that were already processed. Which approach is the best fit?,B,COPY INTO,0,Idempotent bulk file load SQL command: COPY INTO
1865,Data Ingestion and Loading,Lakeflow Connect,A team wants the lowest-operational-overhead way to ingest Salesforce data into Unity Catalog-governed tables. Which option should they try first?,A,A Lakeflow Connect managed connector,0,Managed ingestion connector in Databricks: Lakeflow Connect managed connector
1866,Data Ingestion and Loading,Lakeflow Connect,"A data source is not fully covered by a managed connector, and the team needs more control over ingestion behavior inside their pipeline. Which option is the better fit?",A,Lakeflow Connect standard connector,0,Bring-your-own connector ingestion: Lakeflow Connect standard connector
1868,Data Transformation and Modeling,Bronze to Silver,Which activity is most characteristic of a Bronze-to-Silver transformation step in the medallion architecture?,A,"Reading a bronze table, cleaning nulls, standardizing data types, and writing a new silver table",0,"Bronze->Silver: read bronze, clean nulls, standardize types, write silver"
1869,Data Transformation and Modeling,Joins,A very large fact DataFrame is joined with a tiny dimension DataFrame. Which approach often improves performance by reducing shuffle on the large side?,B,Broadcast join,0,Speed up join with small table: Broadcast join
1870,Data Transformation and Modeling,Nested Data,"A bronze table contains an array column named items, and the engineer needs one output row per array element. Which transformation is most appropriate?",A,explode(items),0,Flatten nested array column to rows: explode(items)
1874,Data Transformation and Modeling,Gold Layer Objects,A BI team wants a precomputed object that stores query results and uses batch semantics for faster reporting queries. Which Gold-layer object is the best fit?,B,Materialized view,0,Pre-computed aggregation in Gold: Materialized view
1877,Working with Lakeflow Jobs,Task Dependencies,A notebook task must run only after a SQL validation task succeeds. How should this be modeled in Lakeflow Jobs?,B,Declare the SQL task as a dependency of the notebook task in the job DAG,0,SQL task before notebook: declare SQL task as dependency in job DAG
1882,"Troubleshooting, Monitoring, and Optimization",Lakeflow Jobs Monitoring,Where should an engineer look to compare a job's current execution time against historical baselines to spot performance trends?,A,The Lakeflow Jobs run history view,0,Where to see job run history: Lakeflow Jobs run history view
1885,"Troubleshooting, Monitoring, and Optimization",Liquid Clustering,Which statement about Liquid Clustering is most accurate?,C,It is a data layout optimization that can replace partitioning and ZORDER for many use cases,0,Liquid Clustering: replaces partitioning + ZORDER in many cases
1887,Governance and Security,Managed vs External Tables,Which statement correctly describes the drop behavior of managed and external tables in Unity Catalog?,C,"Dropping a managed table removes the underlying data files, while dropping an external table leaves the files in place",0,Managed DROP = data deleted; External DROP = data stays
1889,Governance and Security,ABAC and Privileges,"Which statement about ABAC, row filters, and column masks is correct?",C,They add restrictions on top of existing object-level privileges,0,Row/column filters via ABAC: add restrictions on top of object privileges
1890,Data Processing & Transformations,DDL and DML features,Which clause correctly defines an INT generated column named age from dateOfBirth in a Delta CREATE TABLE statement?,C,"GENERATED ALWAYS AS (CAST(DATEDIFF(CURRENT_DATE, dateOfBirth) / 365 AS INT))",0,Auto-computed age column: GENERATED ALWAYS AS (DATEDIFF/365)
1891,Data Processing & Transformations,PySpark aggregations,Which SQL aggregate function returns an array of unique values for each group of rows?,B,collect_set,0,Unique values in aggregation: collect_set()
1894,Productionizing Pipelines,Workflow deployment and recovery,A Databricks SQL query should refresh automatically every day. Where is the supported place to add that schedule?,C,From the query editor or query page,0,Schedule query: from query editor or query page
1896,Databricks Intelligence Platform,Explain the value of the Data Intelligence Platform,"By default, where are interactive notebook results stored in Databricks?",C,"In both the control plane and workspace storage, depending on result size",0,Query results storage: control plane or workspace storage (by size)
1897,Data Processing & Transformations,DDL and DML features,Which CREATE TABLE syntax correctly sets a custom table property named business_owner?,B,"CREATE TABLE inventory (id INT, units FLOAT) TBLPROPERTIES (business_owner = 'supply_chain')",1,Table with business metadata: TBLPROPERTIES (key = 'value')
1898,Data Processing & Transformations,DDL and DML features,Which statement is the best choice to reload a table and add a derived avgPrice column computed from salesAmt and unitsSold?,A,"CREATE OR REPLACE TABLE sales AS SELECT *, salesAmt / unitsSold AS avgPrice FROM sales",0,"Add computed column in CTAS: SELECT *, col1/col2 AS derived"
1899,Databricks Intelligence Platform,Explain the value of the Data Intelligence Platform,Which statement about a lakehouse is incorrect?,B,"A lakehouse cannot support low-latency, high-reliability BI workloads",0,Lakehouse CAN support low-latency BI (this statement is false)
1901,Data Processing & Transformations,DDL and DML features,What type of table is created when you use CREATE TABLE ... USING DELTA LOCATION '<path>'?,B,External table,0,Table with data in external path: External table
1902,Databricks Intelligence Platform,Optimize data layout and query performance,Which Databricks command is used to compact many small files in a Delta table?,D,OPTIMIZE table_name,0,Compact Delta table files: OPTIMIZE table_name
1905,Data Processing & Transformations,DDL and DML features,Which Databricks SQL command explicitly returns extended table metadata that can be used to inspect the table type and other properties?,A,DESCRIBE EXTENDED transactions,0,Full table details including location: DESCRIBE EXTENDED table_name
1906,Databricks Intelligence Platform,Select appropriate compute,A team manually refreshes a SQL dashboard only when needed. Which warehouse setting most directly helps reduce idle compute cost?,D,Enable Auto Stop,0,Prevent idle cluster waste: Enable Auto Stop
1907,Data Processing & Transformations,PySpark aggregations,What result does SELECT COUNT(DISTINCT *) return for a table that contains four distinct rows?,B,4,0,Count distinct categories in grouped data: e.g. 4 distinct values
1910,Productionizing Pipelines,Workflow deployment and recovery,"If customers is the left table and you want all customers plus any matching orders, including customers with no orders, which join should you use?",A,LEFT OUTER JOIN,0,Preserve all left rows in join: LEFT OUTER JOIN
1911,Data Processing & Transformations,PySpark aggregations,Which query correctly uses count_if and gives the result an alias named count_above_100?,B,SELECT COUNT_IF(amount > 100) AS count_above_100 FROM sales,0,Conditional count: COUNT_IF(condition) AS alias
1912,Data Processing & Transformations,DDL and DML features,Which operator is used in Databricks SQL to extract a subfield from a JSON string using a JSON path?,B,Colon (:),0,Access nested JSON/struct field in SQL: colon (:) notation
1914,Databricks Intelligence Platform,Select appropriate compute,Which statement is least accurate as a production best practice for all-purpose compute?,D,"It is the recommended choice for fast, robust automated production jobs",0,Best compute for automated production ETL jobs: job cluster
1915,Development and Ingestion,Understand notebook capabilities,Where do you configure a schedule to refresh a Databricks SQL dashboard every day?,E,The dashboard page itself,0,Scheduled dashboard: refresh triggers from dashboard page itself
1916,Databricks Intelligence Platform,Explain the value of the Data Intelligence Platform,Which SQL command returns a schema's location on the filesystem?,D,DESCRIBE SCHEMA EXTENDED schema_name,0,View schema details including location: DESCRIBE SCHEMA EXTENDED name
1917,Data Processing & Transformations,DDL and DML features,What does SELECT COUNT(DISTINCT *) return for a table that contains exactly three distinct rows?,A,3,0,Struct field count or array element at position: numeric index
1919,Productionizing Pipelines,Workflow deployment and recovery,What is a standard Databricks notebook pattern for parameterizing a batch date that changes every run?,A,"Use a notebook widget or parameter, read it into Python, and filter Spark logic with that runtime value",0,Runtime parameter filtering: use notebook widget -> Python -> Spark filter
1920,Development and Ingestion,Use Auto Loader and debugging tools,Which Structured Streaming trigger syntax schedules micro-batches every 15 minutes?,D,.trigger(processingTime='15 minutes'),0,Streaming trigger interval: .trigger(processingTime='N minutes')
1924,Data Processing & Transformations,Lakeflow Spark Declarative Pipelines,Which statement best summarizes the advantages of Lakeflow Declarative Pipelines over manual ETL orchestration?,B,"They provide managed CDC patterns, expectations for data quality, and unified batch and streaming support",0,DLT tables advantage: CDC + expectations + batch+stream unified
1925,Data Processing & Transformations,Lakeflow Spark Declarative Pipelines,Which statement correctly distinguishes a streaming table from a materialized view in current Databricks pipeline terminology?,B,"Streaming tables process new or changed data incrementally, while materialized views may perform full recompute when needed",0,Streaming table = incremental; materialized view = may full recompute
1926,Databricks Intelligence Platform,Optimize data layout and query performance,"If you use ZORDER on a Delta table, which column attribute most strongly makes it useful for query pruning?",A,The column is commonly filtered and has high cardinality,0,Best Z-Order column: high cardinality + commonly filtered
1927,Data Processing & Transformations,DDL and DML features,Which two commands can be used to inspect the physical storage location of a Databricks table? (Select two.),"A,E",DESCRIBE DETAIL sales.orders | DESCRIBE EXTENDED sales.orders,0,Inspect table files/location: DESCRIBE DETAIL or DESCRIBE EXTENDED
1928,Data Processing & Transformations,DDL and DML features,Which Spark SQL function infers a schema from a JSON string and returns it in DDL format?,E,schema_of_json(),0,Get JSON schema as string: schema_of_json(json_string)
1929,Implementing CI/CD,Databricks Asset Bundles,"Which Databricks-native feature is intended to package project code and deploy Databricks resources repeatably across dev, test, and prod?",B,Databricks Asset Bundles,0,CI/CD for Databricks: Databricks Asset Bundles
1931,Productionizing Pipelines,Workflow deployment and recovery,Which statement best reflects the current difference between Lakeflow Jobs and Lakeflow Spark Declarative Pipelines?,A,"Lakeflow Jobs orchestrates tasks such as notebooks, SQL, and Python wheels, while declarative pipelines define SQL or Python dataflows with automatic orchestration",0,Lakeflow Jobs = task orchestration; DLT = dataflow declaration
1932,Data Processing & Transformations,Lakeflow Spark Declarative Pipelines,What must a new Lakeflow Spark Declarative Pipeline include to define its transformations?,A,At least one SQL or Python source file,0,DLT pipeline requirement: at least one SQL or Python source file
1935,Data Processing & Transformations,Lakeflow Spark Declarative Pipelines,Which source code languages are used to define Lakeflow Spark Declarative Pipelines?,C,SQL and Python,0,DLT supported languages: SQL and Python
1936,Data Processing & Transformations,PySpark aggregations,Which API lets a Python notebook execute a SQL query string and return the result as a DataFrame?,A,spark.sql(...),0,PySpark SQL execution: spark.sql('query')
1937,Data Processing & Transformations,DDL and DML features,"If two monthly transaction tables have no overlapping rows, which SQL set operator combines them into one result while also removing duplicates by default?",A,UNION,0,Stack rows from two tables (no dupes): UNION
1938,Data Processing & Transformations,PySpark aggregations,Which SQL statement removes duplicate rows from the result set?,A,SELECT DISTINCT * FROM table_name,0,Remove duplicates from result: SELECT DISTINCT *
1939,Data Processing & Transformations,DDL and DML features,"Which SQL expression correctly defines a scalar UDF that converts Celsius to Fahrenheit when measure = 'F', and Fahrenheit to Celsius otherwise?",A,"CREATE FUNCTION udf_convert(temp DOUBLE, measure STRING) RETURNS DOUBLE RETURN CASE WHEN measure = 'F' THEN (temp * 9/5) + 32 ELSE (temp - 32) * 5/9 END",0,Temperature UDF: CASE WHEN measure='F' THEN *9/5+32 ELSE -32*5/9
1944,Data Governance & Quality,Unity Catalog permissions,Which Databricks UI is used to grant table privileges such as SELECT through the interface?,A,Catalog Explorer,0,Browse and manage UC objects: Catalog Explorer
1945,Data Processing & Transformations,DDL and DML features,Which SQL command removes all rows from an existing table without dropping the table itself?,C,TRUNCATE TABLE table_name,0,"Delete all rows, keep table structure: TRUNCATE TABLE table_name"
1947,Data Processing & Transformations,PySpark aggregations,Which code pattern best represents a source-to-Bronze ingestion hop with Auto Loader?,A,"spark.readStream.format('cloudFiles').option('cloudFiles.format', source_format).load(raw_path).writeStream.option('checkpointLocation', checkpoint_path).table('bronze_table')",1,Auto Loader to Bronze: readStream cloudFiles -> writeStream -> table
1948,Data Governance & Quality,Unity Catalog permissions,Which SQL statement is the preferred way to transfer ownership of a schema named retail to user@myteam.com?,A,ALTER SCHEMA retail OWNER TO `user@myteam.com`,0,Transfer schema ownership: ALTER SCHEMA ... OWNER TO 'user'
1950,Data Processing & Transformations,DDL and DML features,Which Auto Loader options correctly describe tab-delimited CSV files with a header row?,A,delimiter = '\t' and header = 'true',0,Tab-separated file options: delimiter='\t' and header='true'
1953,Data Processing & Transformations,DDL and DML features,Which Databricks SQL function below is not a higher-order function with a lambda parameter?,D,MAP,0,Key-value pair data type: MAP
1954,Databricks Intelligence Platform,Explain the value of the Data Intelligence Platform,"If a STRING column contains JSON and you want a typed struct for downstream processing, which function should you use?",B,from_json,0,"Parse JSON string column: from_json(col, schema)"
1960,Data Governance & Quality,Unity Catalog permissions,Which statement about a Unity Catalog managed table is true?,C,Databricks manages the table's lifecycle and storage layout,0,Managed table = Databricks controls lifecycle and storage layout
1961,Data Processing & Transformations,DDL and DML features,Which PySpark reader convenience API directly reads a JSON file into a DataFrame?,A,spark.read.json('s3://my-bucket/data.json'),0,Read JSON from S3: spark.read.json('s3://bucket/path')
1963,Data Governance & Quality,Unity Catalog permissions,Which SQL command grants all available privileges on table sales to the group team?,A,GRANT ALL PRIVILEGES ON TABLE sales TO team,0,Full table access grant: GRANT ALL PRIVILEGES ON TABLE ... TO group
1964,Data Processing & Transformations,DDL and DML features,Which SQL statement adds or updates a comment on an existing table?,B,COMMENT ON TABLE table_name IS 'text',0,Add/update table description: COMMENT ON TABLE ... IS 'text'
1965,Data Processing & Transformations,Lakeflow Spark Declarative Pipelines,Which statement correctly compares current Databricks materialized views and streaming tables?,C,"Materialized views can refresh incrementally when possible, while streaming tables are built for incremental streaming-style processing",0,DLT materialized view = incremental refresh when possible
1969,Productionizing Pipelines,Workflow deployment and recovery,"Where in the Databricks UI can you view the run history, run status, duration, and logs for a specific job?",A,The job's Runs tab or run history view,0,Job run history location: job's Runs tab or run history view
1970,Data Processing & Transformations,Medallion Architecture,Which streaming code pattern represents a Bronze-to-Silver hop that filters invalid events and writes to a Delta Silver target?,A,"spark.readStream.format('delta').load('/mnt/bronze').filter('event_type IS NOT NULL').select('user_id','event_type','timestamp').writeStream.format('delta').option('checkpointLocation','/mnt/checkpoints/silver').start('/mnt/silver')",0,Bronze->Silver stream: readStream delta -> filter -> select -> writeStream delta
1971,Data Processing & Transformations,PySpark aggregations,Which PySpark method directly loads an existing table named silver.customers into a DataFrame?,A,spark.table('silver.customers'),0,Read table as DataFrame (PySpark): spark.table('schema.table')
1972,Databricks Intelligence Platform,Select appropriate compute,Multiple teammates need to collaborate interactively in shared notebooks using SQL and Python. Which compute type is the best fit?,B,All-purpose compute,0,Interactive notebooks and BI: All-purpose compute
1973,Data Processing & Transformations,DDL and DML features,Which SQL command creates a global temporary view in Databricks Runtime?,C,CREATE OR REPLACE GLOBAL TEMPORARY VIEW view_name AS SELECT * FROM table_name,0,Global temp view DDL: CREATE OR REPLACE GLOBAL TEMPORARY VIEW name AS ...
1974,Data Processing & Transformations,DDL and DML features,Each row stores an array of items ever seen in a cart update. Which SQL expression returns one deduplicated array of all items ever added per cartId?,A,array_distinct(flatten(array_agg(items))),1,Flatten + deduplicate arrays: array_distinct(flatten(array_agg(col)))
1975,Data Processing & Transformations,DDL and DML features,You need a joined object that remains available after notebook detach or cluster restart and can be shared with other users. What should you create?,D,Persistent view,0,"Persists across sessions, not session-only: Persistent view"
1977,Data Processing & Transformations,DDL and DML features,Which SQL statement correctly updates a Delta table named transactions to change active_flag from 'Y' to 'N'?,C,UPDATE transactions SET active_flag = 'N' WHERE active_flag = 'Y',0,Toggle a flag column: UPDATE ... SET flag='N' WHERE flag='Y'
2001,Data Processing & Transformations,Optimize data layout and query performance,"A data engineer manages an existing Delta table that does not use liquid clustering. The table is several terabytes in size, and analysts frequently filter it by region, customer_type, and order_date. The engineer wants to improve file pruning and data skipping for these query patterns by reorganizing the table layout.
Which command should the engineer execute?",D,"OPTIMIZE delta_table ZORDER BY (region, customer_type, order_date)",0,OPTIMIZE + ZORDER BY multiple cols for composite query patterns
2003,Data Processing & Transformations,DDL and DML features,"You have a Delta table ecommerce.orders with a column items of type ARRAY<STRUCT<item_id, price, status>>. You need to keep only the elements in items where status = 'ACTIVE', while preserving one row per order and not exploding the array into multiple rows.
Which Spark SQL function should you use to transform the array column in place?",A,"FILTER(items, i -> i.status = 'ACTIVE')",0,"Filter array to active items: FILTER(arr, i -> i.status='ACTIVE')"
2005,Productionizing Pipelines,Databricks Asset Bundles,"A data team is building a churn model using multiple Databricks notebooks. They want a single approach that supports Git-based version control, reusable code across notebooks, parameterized production runs, and automated deployment and scheduling.
Which Databricks feature best addresses these collaboration and productionization requirements?",A,Declarative Automation Bundles (DAB).,0,DABs full name: Declarative Automation Bundles
2008,Data Governance & Quality,Lineage and audit logs,"A FinOps team needs a workspace-wide report of the top 50 longest-running SQL queries from the last 30 days. The report must include the full SQL text, the user who ran it, the SQL warehouse used, and total duration.
Which Unity Catalog system table should you query to retrieve this historical query performance data?",A,system.query.history,0,Query audit trail: system.query.history table
2010,Databricks Intelligence Platform,Select appropriate compute,"A data engineer needs to run a scheduled daily PySpark ETL workload that writes data into Unity Catalog-governed Delta tables. The workload does not require interactive notebook collaboration, and the team wants Databricks to manage compute provisioning and scaling automatically while minimizing operational overhead.
Which compute option is the best fit?",D,Serverless compute for jobs,1,Jobs without cluster management: Serverless compute for jobs
2011,Data Governance & Quality,Unity Catalog permissions,"A data analyst creates and shares a view gold.marketing_sales_view with the Marketing team. The view selects from gold.sales_transactions but excludes sensitive columns. Marketing users have USE CATALOG, USE SCHEMA, and SELECT on the view, but they do not have SELECT on the underlying table.
The query is run from a SQL warehouse.
What happens when a Marketing user runs SELECT * FROM gold.marketing_sales_view?",C,"The query succeeds because, on a SQL warehouse, Unity Catalog checks the view owner’s permissions on the underlying table, while the user only needs access to the view itself.",1,"SQL warehouse view security: owner's permissions checked, not viewer's"
2013,Productionizing Pipelines,Databricks Asset Bundles,"A team is migrating from Databricks Repos and manually configuring jobs in the UI to using Declarative Automation Bundles for CI/CD. They need the same job to be deployed to multiple environments, such as dev and prod, with different cluster settings in each environment.
In a Declarative Automation Bundles project, where are the environment-specific differences between the dev and prod clusters defined?",D,They are defined in the bundle configuration YAML under environment-specific targets.,0,DAB environment configs: defined in YAML under environment-specific targets
2014,Data Governance & Quality,Unity Catalog permissions,"A data engineer needs to create a Unity Catalog dynamic view for employee data with column-level masking on the salary column. The requirements are:
- users in the hr_admins account group should see the real salary
- all other users should see NULL for salary
- emp_id, name, and dept must remain visible to everyone
The engineer is using the base table employees.
Graphic: employee table
emp_id | name | salary | dept
E_01 | Alice | 95000 | Sales
E_02 | Bob | 82000 | IT
E_03 | Charlie | 120000 | Exec
Which SQL statement correctly defines this dynamic view?",D,"CREATE VIEW secure_employees AS SELECT emp_id, name, CASE WHEN s_account_group_member('hr_admins') THEN salary ELSE NULL END AS salary, dept FROM employees;",0,Dynamic column security in view: is_account_group_member() in CASE WHEN
2015,Development and Ingestion,Use Auto Loader and debugging tools,"A Databricks Structured Streaming job uses Auto Loader and writes to a Delta table. The stream fails with an AnalysisException when the upstream source adds a new column. The engineer wants the target Delta table schema to evolve automatically so the stream can continue appending data with the new column.
Which option should be added to the writeStream configuration to enable schema evolution on the Delta sink?",B,".option(""mergeSchema"", ""true"")",1,"Allow schema to evolve on load: .option('mergeSchema', 'true')"
2016,Development and Ingestion,Use Auto Loader and debugging tools,"A Databricks Structured Streaming query performs a large stateful aggregation, for example:
events.groupBy(window(col(""event_time""), ""10 minutes""), col(""device_id"")).count()
Over time, the query slows down and memory usage grows. The engineer suspects aggregation state is not being evicted because late data is accepted indefinitely.
Which change ensures old aggregation state is evicted so the query remains bounded over time?",D,"from pyspark.sql.functions import col, window
events_with_watermark = events.withWatermark(""event_time"", ""2 hours"")
agg = (events_with_watermark.groupBy(window(col(""event_time""), ""10 minutes""), col(""device_id"")).count())",1,"Streaming with watermark: withWatermark('col', 'N hours') before groupBy"
2017,Data Processing & Transformations,Lakeflow Spark Declarative Pipelines,"A retail company needs a Silver table that keeps the full history of customer address changes as SCD Type 2. When a customer’s address changes:
- the previous record must be closed
- a new current record must be inserted
- the pipeline should use the built-in declarative CDC pattern instead of a manual MERGE
You are implementing this in Lakeflow Spark Declarative Pipelines SQL.
Which statement should you use?",A,AUTO CDC INTO silver.customer_addresses FROM stream(bronze.customer_address_changes)KEYS (customer_id)SEQUENCE BY change_timestamp STORED AS SCD TYPE 2,0,DLT SCD Type 2: AUTO CDC INTO ... STORED AS SCD TYPE 2
2020,Databricks Intelligence Platform,Understand notebook capabilities,"A data engineer is organizing notebook-based development in Databricks. They need to:
- reuse variables and helper functions defined in another notebook
- install a Python package only for the current notebook session
- run a shell command such as pwd on the driver to inspect the local working directory
Which pair of Databricks magic commands directly supports the first two requirements?","B,C",%run | %pip,0,Run notebook from notebook: %run; install packages: %pip
2022,Databricks Intelligence Platform,Use Databricks Connect,"A junior data engineer develops PySpark code locally in VS Code and needs to execute Spark code against remote Databricks compute without using notebooks, so they can iterate faster from their IDE. The local development setup must be compatible with the Databricks Connect and remote compute environment used in production.
Which tool enables this workflow?",B,Databricks Connect,0,Connect local dev tools to Databricks: Databricks Connect
2023,Data Processing & Transformations,Lakeflow Spark Declarative Pipelines,"A Lakeflow Spark Declarative Pipelines pipeline ingests streaming order data into a Bronze table. In the Silver layer, the team wants to enforce a data quality rule that rejects records where order_total < 0. The pipeline must continue processing when violations occur, and invalid records must not be written to the Silver output.
Which expectation syntax should be used?",C,"from pyspark import pipelines as dp @dp.table() @dp.expect_or_drop(""valid_total"", ""order_total >= 0"") def silver_orders(): return spark.read.table(""bronze_orders"")",0,DLT Python decorator: @dp.table() + @dp.expect_or_drop()
2024,Databricks Intelligence Platform,Select appropriate compute,"A team of BI analysts uses an All-Purpose Compute cluster with a 120-minute auto-termination limit to avoid slow restarts (5-10 minutes). This results in high costs due to idle time. Management wants to eliminate these idle costs while maintaining near-instant query responsiveness for the analysts' SQL-only workload.
The audit log below shows the typical usage pattern:Graphic: audit log table
session_id | user_role | activity_type | idle_gap_between
S_001 | BI_Analyst | Ad-hoc SQL | 35 minutes
S_002 | BI_Analyst | Dashboard Refresh | 55 minutes
S_003 | BI_Analyst | Ad-hoc SQL | 20 minutes
Which compute resource type should the data lead provision to best solve the cost vs. latency trade-off for this team?",D,Serverless SQL Warehouse,0,Best for ad-hoc SQL + BI: Serverless SQL Warehouse
2025,Databricks Intelligence Platform,Select appropriate compute,"A data engineer has configured a Databricks Job containing three sequential tasks: Extract, Transform, and Load. The job is currently taking over 30 minutes to complete, which violates the 20-minute SLA. The engineer investigates the run details and notices that the actual code execution time is short, but the job spends a significant amount of time waiting for compute resources to become available for each task.
The engineer reviews the following job run metrics:
Graphic: job run metrics table
Task Name | Compute Target | Execution Duration | Provisioning Wait Time
Extract | New_Cluster_A | 4 minutes | 6 minutes
Transform | New_Cluster_B | 8 minutes | 5 minutes
Load | New_Cluster_C | 3 minutes | 6 minutes
The job is currently configured so that each task creates its own ""New Job Cluster"". Which two configuration changes would effectively reduce the total job duration by eliminating or minimizing the ""Provisioning Wait Time""? (Select two)","B,C","Configure the Transform and Load tasks to use the same shared Job Cluster as the Extract task. | Switch the compute type for all tasks to ""Serverless Compute for Jobs"".",0,Cost-efficient job: shared job cluster or serverless compute
2027,Data Governance & Quality,Lineage and audit logs,"A global company uses Unity Catalog and is seeing inconsistent dashboard metrics because of data drift and schema-related quality issues. Leadership wants a native Databricks solution, without custom code per team, that can:
- automatically profile data
- detect anomalies such as spikes or drops in freshness and completeness
- centralize data quality insights across Unity Catalog schemas and catalogs
Which Databricks feature best meets these requirements?",B,Databricks Data Quality Monitoring with anomaly detection.,1,Automated anomaly detection on data: Databricks Data Quality Monitoring
2028,Productionizing Pipelines,Databricks Asset Bundles,"A team currently deploys 10 Databricks jobs to dev, staging, and prod by manually editing job settings in the UI and syncing code with Repos. Each deployment takes about 30 minutes per environment. They now need a Git-triggered CI/CD approach with environment-specific cluster configurations for each environment.
Which Databricks approach should they adopt to replace the manual process?",B,Declarative Automation Bundles (DAB),0,DABs = Declarative Automation Bundles
2029,Databricks Intelligence Platform,Explain the value of the Data Intelligence Platform,"A data team notices that Databricks Search and SQL Editor autocomplete understand company-specific terminology and schemas. This is enabled by a knowledge system that combines generative AI with Unity Catalog signals such as lineage, table popularity, and common join patterns to provide context-aware assistance.
What is the name of the underlying knowledge engine that powers Databricks Assistant and intelligent search?",C,DatabricksIQ,0,Databricks AI assistant: DatabricksIQ
2030,Development and Ingestion,Use Auto Loader and debugging tools,"A streaming ingestion job is being built in Databricks using Auto Loader to process JSON files stored in Amazon S3.
The ingestion must follow these rules:
- The stream should stop with an error if unexpected new columns appear.
- The newly detected columns must still be recorded in the schema so that a later restart can use the updated schema.
- Existing columns must keep their current data types.
Graphic: Auto Loader schema evolution code
spark.readStream \
.format(""cloudFiles"") \
.option(""cloudFiles.format"", ""json"") \
.option(""cloudFiles.schemaLocation"", ""s3://checkpoints/orders"") \
.option(""cloudFiles.schemaEvolutionMode"", ""____"") \
.load(""s3://shop/raw/orders/json/"") \
.writeStream \
.option(""checkpointLocation"", ""s3://checkpoints/orders"") \
.start(""orders_table"")
Which configuration value should be used?",A,addNewColumns,1,Auto Loader schema evolution default mode: addNewColumns
2034,Databricks Intelligence Platform,Explain the value of the Data Intelligence Platform,"A team is deploying a Databricks workspace using the standard non-serverless architecture. They need to configure outbound network access from cluster compute to reach a private internal repository, so they must know where the cluster virtual machines are actually provisioned.
Which statement correctly describes where Databricks cluster compute resources run in this architecture?",B,They run in the compute/data plane inside the customer cloud account.,0,Notebooks/clusters run in: compute/data plane in customer cloud
